# list of all "regular" pulsars from the ATNF catalogue
# https://www.atnf.csiro.au/research/pulsar/psrcat
#
# We define a regular pulsar as one with a spin period > 30 ms
#
# P0 = spin period in sec
# P1 = \dot{P}/P [dimensionless]
# d  = distance estimate in kpc
#
# citation: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M.,
#           AJ, 129, 1993-2006 (2005)

id    name          P0       dP0     P1       dP1        d     age
1722  J1832+27      0.631800       0      NaN       0    3.717    NaN
1723  J1832-28      0.199300 3.0e-06      NaN       0    8.166    NaN
1724  J1833-0209    0.291931 4.0e-12 2.75e-15 7.0e-19   13.360 1.68e+06
1725  B1831-03      0.686733 1.5e-12 4.16e-14 1.5e-19    2.500 2.62e+05

1726  J1833-0556    1.521545 4.0e-10 1.28e-15 5.0e-17    9.390 1.88e+07
1727  J1833-0559    0.483459 5.0e-11 1.23e-14 3.0e-17    6.827 6.20e+05
1728  B1830-08      0.085288 3.0e-12 9.18e-15 6.0e-20    4.500 1.47e+05
1729  J1833-0831    7.565408 5.0e-07 3.43e-12 3.0e-13      NaN 3.49e+04
1730  J1833-1034    0.061884 1.2e-13 2.02e-13 4.0e-21    4.100 4.85e+03

1731  J1833-1055    0.633640 3.0e-11 5.27e-16 4.0e-18    7.698 1.91e+07
1732  B1828-60      1.889436 1.7e-09 2.70e-16 8.0e-17    1.336 1.11e+08
1733  B1831-00      0.520954 1.1e-11 1.05e-17 1.4e-19    3.352 7.84e+08
1734  J1834-0031    0.329532 6.0e-12 4.49e-16 6.0e-19    4.675 1.16e+07
1735  B1831-04      0.290108 7.0e-13 7.19e-17 6.0e-21    2.491 6.39e+07

1736  J1834-0602    0.487914 3.0e-11 1.83e-15 1.0e-17    6.340 4.23e+06
1737  J1834-0633    0.317315 7.0e-11 6.04e-16 4.0e-17    8.354 8.32e+06
1738  J1834-0731    0.512995 1.6e-11 5.82e-14 1.9e-18    4.072 1.40e+05
1739  J1834-0742    0.788354 1.9e-11 3.25e-14 9.0e-19    4.909 3.85e+05
1740  J1834-0812    0.491142 2.0e-10 9.96e-15 7.0e-17    5.953 7.81e+05

1741  J1834-0845    2.482302 1.0e-07 7.96e-12 1.2e-13      NaN 4.94e+03
1742  J1834-09      0.512327 1.0e-06      NaN       0    4.851    NaN
1743  J1834+10      1.172719 3.0e-06      NaN       0    4.115    NaN
1744  J1834-1202    0.610259 1.2e-11 6.74e-18 3.0e-19    6.117 1.43e+09
1745  J1834-1710    0.358306 6.0e-12 4.69e-17 1.2e-18    3.405 1.21e+08

1746  J1834-1855    1.465656 7.0e-11 1.93e-15 9.0e-18    8.114 1.20e+07
1747  J1835-0349    0.841865 4.0e-11 3.06e-15 4.0e-18    5.510 4.36e+06
1748  J1835-0522    1.087749 8.0e-11 4.73e-16 4.0e-17    8.791 3.64e+07
1749  J1835-0600    2.221787 1.4e-09 8.43e-15 8.0e-20   10.644 4.18e+06
1750  B1832-06      0.305830 1.7e-11 4.05e-14 1.5e-19    5.028 1.20e+05

1751  J1835-0847    0.846494 6.0e-11 4.85e-16 4.0e-18    6.144 2.77e+07
1752  J1835-0924    0.859192 3.0e-10 2.14e-14 9.0e-17    5.043 6.36e+05
1753  J1835-09242   0.235249 4.0e-12 1.18e-17 3.0e-20    5.062 3.15e+08
1754  J1835-0928    0.621734 3.0e-11 9.69e-16 2.0e-20    4.881 1.02e+07
1755  J1835-0944    0.145347 9.0e-13 4.38e-15 3.0e-19    4.215 5.25e+05

1756  J1835-0946    0.379536 5.0e-11 4.32e-17 3.1e-17    3.633 1.39e+08
1757  J1835-1020    0.302450 1.5e-11 5.92e-15 1.9e-19    2.909 8.10e+05
1758  J1835-1106    0.165918 3.0e-11 2.06e-14 5.0e-19    3.159 1.28e+05
1759  J1835-1548    0.670486 9.0e-11 1.74e-15 1.4e-17   19.572 6.11e+06
1760  B1834-04      0.354237 6.0e-12 1.66e-15 4.0e-20    4.358 3.38e+06

1761  J1836-0517    0.457245 3.0e-11 1.30e-15 1.1e-18    8.315 5.56e+06
1762  B1834-10      0.562711 3.0e-11 1.18e-14 1.6e-19    5.343 7.56e+05
1763  J1836-11      0.496193 1.1e-06      NaN       0    6.066    NaN
1764  J1836-1324    0.178756 1.6e-12 1.04e-15 1.0e-18    3.638 2.73e+06
1765  J1836+51      0.692000 0.0e+00      NaN       0    5.258    NaN

1766  J1836+5925    0.173264 1.0e-11 1.50e-15 1.0e-18    0.300 1.83e+06
1767  J1837+0033g   0.418140       0      NaN       0    5.483    NaN
1768  J1837-0045    0.617037 6.0e-12 1.68e-15 7.0e-20    3.145 5.80e+06
1769  J1837+0053    0.473513 4.0e-11 3.77e-17 4.0e-18    4.250 1.99e+08
1770  J1837-0559    0.201064 9.0e-13 3.31e-15 1.7e-19    4.315 9.63e+05

1771  J1837-0604    0.096294 3.0e-11 4.52e-14 8.0e-19    4.779 3.38e+04
1772  B1834-06      1.905809 3.0e-11 7.72e-16 1.9e-19    4.137 3.91e+07
1773  J1837-0822    1.099196 8.0e-12 1.21e-16 3.0e-19    5.239 1.44e+08
1774  J1837+1221    1.963532 1.2e-10 6.20e-15 1.6e-17    6.603 5.02e+06
1775  J1837-1243    1.876019 1.1e-10 3.65e-14 3.0e-17    8.270 8.14e+05

1776  J1837-1837    0.618358 1.6e-11 5.50e-15 1.2e-18    3.232 1.78e+06
1777  J1838+0027g   0.054130       0      NaN       0    5.802    NaN
1778  J1838+0044g   2.203170       0      NaN       0    6.922    NaN
1779  J1838-01      0.183295 2.0e-07      NaN       0    7.777    NaN
1780  J1838-0107    0.444426 1.7e-12 5.46e-18 1.5e-19    6.096 1.29e+09

1781  J1838-0453    0.380866 8.0e-11 1.16e-13 5.0e-19    6.629 5.19e+04
1782  J1838-0537    0.145708 3.0e-10 4.72e-13 3.0e-17      NaN 4.89e+03
1783  J1838-0549    0.235311 1.2e-13 3.34e-14 3.0e-19    4.061 1.12e+05
1784  J1838-0624    0.927178 5.0e-11 7.74e-17 4.0e-18    4.545 1.90e+08
1785  J1838-0655    0.070498 5.4e-11 4.92e-14 2.9e-16    6.600 2.27e+04

1786  J1838-1046    1.218354 8.0e-11 3.08e-15 1.8e-17    4.135 6.27e+06
1787  J1838+1523    0.549161 1.3e-12 2.03e-17 7.0e-21    3.514 4.29e+08
1788  J1838+1650    1.901967 1.0e-11 2.68e-15 1.0e-18    1.541 1.13e+07
1789  J1838-1849    0.488242 3.0e-11 4.00e-17 1.0e-17    8.398 1.93e+08
1790  J1838+50      2.577223 5.0e-09      NaN       0    1.704    NaN

1791  J1839-0141    0.933266 2.0e-11 5.94e-15 1.0e-18    6.074 2.49e+06
1792  J1839-0223    1.266790 5.0e-11 4.76e-15 6.0e-21    6.088 4.21e+06
1793  J1839-0321    0.238782 1.2e-13 1.25e-14 4.0e-19    7.852 3.02e+05
1794  J1839-0332    2.675682 6.0e-11 4.76e-15 6.0e-21    4.042 8.91e+06
1795  J1839-0402    0.520940 1.7e-11 7.69e-15 5.0e-18    4.231 1.07e+06

1796  J1839-0436    0.149461 3.0e-12 8.10e-16 3.0e-19    4.483 2.92e+06
1797  J1839-0459    0.585319 3.0e-11 3.31e-15 5.0e-18    3.945 2.80e+06
1798  J1839-0627    0.484914 4.0e-11 1.32e-16 1.7e-17    2.531 5.83e+07
1799  J1839-0643    0.449548 1.5e-11 3.64e-15 7.0e-18    4.804 1.96e+06
1800  J1839-0905    0.418975 1.3e-11 2.60e-14 1.8e-18    6.815 2.55e+05

1801  J1839-1238    1.911428 5.0e-11 4.95e-15 4.0e-18    3.976 6.12e+06
1802  J1840+0214    0.797478 4.0e-11 8.29e-15 7.0e-18    5.846 1.52e+06
1803  J1840-0445    0.422316 1.3e-10 1.13e-14 3.0e-18    4.557 5.93e+05
1804  J1840-0559    0.859368 5.0e-11 9.60e-15 9.0e-18    4.225 1.42e+06
1805  J1840-0626    1.893353 4.0e-10 2.30e-14 7.0e-17    5.727 1.30e+06

1806  J1840-0643    0.035578 3.0e-14 9.54e-20 6.0e-22    4.990 5.91e+09
1807  J1840-0753    0.437869 2.0e-10 1.00e-16 6.0e-17   14.281 6.94e+07
1808  J1840-0809    0.955673 3.0e-11 2.35e-15 9.0e-20    5.742 6.44e+06
1809  J1840-0815    1.096441 4.0e-12 2.43e-15 1.0e-19    4.195 7.16e+06
1810  J1840-0840    5.309377 2.0e-09 2.37e-14 1.2e-15    5.450 3.55e+06

1811  J1840-1122    0.940962 4.0e-11 6.41e-15 6.0e-18    9.981 2.33e+06
1812  J1840-1207    0.754470 6.0e-12 3.20e-15 6.0e-19   10.764 3.74e+06
1813  J1840-1419    6.597563 9.0e-11 6.35e-15 1.4e-18    0.721 1.65e+07
1814  B1839+56      1.652862 2.0e-12 1.49e-15 1.4e-20    1.449 1.75e+07
1815  J1841-0157    0.663321 9.0e-12 1.81e-14 5.0e-19    7.930 5.81e+05

1816  J1841-0310    1.657656 4.0e-10 3.35e-16 9.0e-18    4.170 7.83e+07
1817  J1841-0345    0.204068 1.7e-11 5.79e-14 3.0e-18    3.776 5.59e+04
1818  B1838-04      0.186149 4.0e-13 6.39e-15 1.8e-20    4.399 4.61e+05
1819  J1841-0456   11.788978 1.0e-06 4.09e-11 1.6e-13    9.600 4.57e+03
1820  J1841-0500    0.912916 5.0e-11 3.48e-14 9.0e-18    4.969 4.16e+05

1821  J1841-0524    0.445749 3.0e-11 2.34e-13 1.0e-17    4.125 3.02e+04
1822  B1839+09      0.381319 3.0e-12 1.09e-15 1.1e-20    1.664 5.54e+06
1823  J1841-1404    1.334557 8.0e-10 6.41e-16 1.8e-16   14.205 3.30e+07
1824  J1841-7845    0.353603 4.0e-10 1.60e-16 7.0e-17    2.459 3.50e+07
1825  J1842-0153    1.054228 3.0e-11 6.72e-15 4.0e-18    6.875 2.48e+06

1826  J1842+0257    3.088256 1.3e-10 2.96e-14 1.2e-17    4.990 1.65e+06
1827  J1842-0309    0.404920 3.0e-11 4.52e-15 4.0e-18    8.637 1.42e+06
1828  J1842+0358    0.233326 3.0e-12 8.11e-16 3.0e-19    4.329 4.56e+06
1829  B1839-04      1.839945 1.7e-11 5.08e-16 4.0e-19    3.711 5.74e+07
1830  J1842-0415    0.526682 1.2e-11 2.19e-14 1.2e-18    3.605 3.80e+05

1831  J1842-0612    0.564475 1.6e-10 2.20e-17 9.0e-18    5.727 4.07e+08
1832  J1842+0638    0.313016 1.1e-11 7.60e-17 1.7e-18   15.962 6.52e+07
1833  J1842-0800    1.255469 3.0e-11 1.94e-16 5.0e-20    3.946 1.03e+08
1834  J1842-0905    0.344646 3.0e-12 1.05e-14 5.0e-19    9.713 5.21e+05
1835  J1842+1332    0.471604 3.0e-11 2.29e-16 7.0e-18    6.430 3.26e+07

1836  J1842-27      0.815269       0      NaN       0    2.573    NaN
1837  J1842-39      0.374000 0.0e+00      NaN       0    1.974    NaN
1838  J1843-0000    0.880334 1.6e-11 7.77e-15 6.0e-19    3.336 1.79e+06
1839  J1843-0050    0.782598 8.0e-11 2.49e-16 1.2e-17    8.300 4.97e+07
1840  J1843+0119    1.266998 3.0e-11 3.76e-15 7.0e-18    6.069 5.34e+06

1841  J1843-0137    0.669872 3.0e-11 2.47e-15 1.4e-17    7.662 4.30e+06
1842  J1843-0211    2.027524 5.0e-11 1.44e-14 3.0e-17    5.931 2.22e+06
1843  J1843-0355    0.132314 4.0e-14 1.04e-15 1.6e-20    5.798 2.02e+06
1844  J1843-0408    0.781934 7.0e-11 2.39e-15 3.0e-17    3.983 5.18e+06
1845  J1843-0459    0.754963 3.0e-11 8.54e-16 1.0e-17    4.887 1.40e+07

1846  J1843-0510    0.671614 1.3e-11 3.89e-15 1.2e-18    4.068 2.73e+06
1847  J1843-0702    0.191615 6.0e-12 2.14e-15 8.0e-21    4.285 1.42e+06
1848  J1843-0744    0.475393 1.0e-11 1.33e-14 1.0e-18    7.053 5.66e+05
1849  J1843-0806    0.536414 9.0e-12 1.74e-14 4.0e-18    4.314 4.90e+05
1850  J1843-1507    0.583550 5.0e-12 7.20e-15 6.0e-19   12.020 1.28e+06

1851  J1843+2024    3.406539 4.0e-10 1.04e-15 4.0e-17    6.027 5.19e+07
1852  J1843-40      0.324187       0      NaN       0    3.908    NaN
1853  J1844+00      0.460503 3.0e-06      NaN       0    6.860    NaN
1854  J1844-0030    0.641098 3.0e-11 6.08e-15 8.0e-18   10.411 1.67e+06
1855  B1842-02      0.507722 1.3e-11 1.67e-14 1.1e-19    4.894 4.81e+05

1856  J1844-0256    0.272963 1.0e-06      NaN       0    6.030    NaN
1857  J1844-03      6.971270 2.8e-04      NaN       0      NaN    NaN
1858  J1844-0302    1.198630 2.0e-11 7.81e-15 5.0e-21    5.261 2.43e+06
1859  J1844-0310    0.525049 4.0e-11 1.02e-14 4.0e-18    5.973 8.13e+05
1860  J1844-0346    0.112855 1.1e-11 1.55e-13 7.0e-19      NaN 1.16e+04

1861  B1841-04      0.991027 3.0e-12 3.91e-15 1.6e-20    3.074 4.01e+06
1862  J1844-0452    0.269443 3.0e-11 6.80e-16 6.0e-18    5.684 6.28e+06
1863  J1844-0502    0.335163 4.0e-11 6.18e-17 1.2e-17    4.578 8.60e+07
1864  B1841-05      0.255704 8.0e-12 9.71e-15 1.2e-19    5.404 4.17e+05
1865  B1842+14      0.375463 3.0e-11 1.87e-15 3.0e-19    1.683 3.18e+06

1866  J1844+41      0.915700       0      NaN       0    5.554    NaN
1867  J1845-0028g   0.084500       0      NaN       0    5.336    NaN
1868  J1845-0316    0.207636 1.0e-10 8.86e-15 6.0e-17    5.063 3.71e+05
1869  B1842-04      0.486751 4.0e-10 1.13e-14 3.0e-18    4.093 6.81e+05
1870  J1845-0545    1.092348 5.0e-11 1.34e-14 3.0e-17    5.471 1.29e+06

1871  J1845+0623    1.421654 7.0e-11 5.46e-16 7.0e-18    4.918 4.13e+07
1872  J1845-0635    0.340528 2.0e-11 4.49e-15 8.0e-18    9.407 1.20e+06
1873  J1845-0743    0.104695 1.4e-13 3.67e-16 3.0e-22    7.113 4.52e+06
1874  J1845-0826    0.634354 1.7e-11 9.35e-15 3.0e-18    5.011 1.07e+06
1875  J1845-1114    0.206220 1.3e-12 2.01e-15 1.3e-19    6.715 1.63e+06

1876  J1845-1351    2.618918 6.0e-11 9.72e-15 8.0e-18    9.175 4.27e+06
1877  J1846+0051    0.434373 1.6e-11 1.12e-14 3.0e-18    3.998 6.13e+05
1878  J1846-0257    4.476723 1.0e-10 1.61e-13 3.0e-18    4.003 4.42e+05
1879  J1846-0258    0.326571 5.0e-11 7.11e-12 3.0e-18    5.800 7.28e+02
1880  J1846-0749    0.350110 4.0e-12 1.26e-15 4.0e-19   13.990 4.40e+06

1881  J1846-07492   0.861380 1.5e-11 5.19e-15 3.0e-18    4.220 2.63e+06
1882  J1846+0919    0.225551 3.0e-10 9.93e-15 3.0e-17    1.530 3.60e+05
1883  J1846-4249    2.273000       0      NaN       0    3.744    NaN
1884  J1846-7403    4.878839 5.0e-10 6.06e-15 1.0e-16   25.000 1.28e+07
1885  J1847-0130    6.707046 9.0e-10 1.27e-12 3.0e-16    5.801 8.33e+04

1886  J1847+0133g   2.846910       0      NaN       0    4.858    NaN
1887  B1844-04      0.597809 3.0e-12 5.17e-14 1.8e-19    3.419 1.83e+05
1888  J1847-0427    0.259247 2.0e-11 5.90e-18 5.0e-19    3.966 6.96e+08
1889  J1847-0438    0.957991 3.0e-11 1.09e-14 9.0e-18    4.378 1.39e+06
1890  J1847-0443    0.340832 1.4e-11 2.83e-17 4.0e-19    8.517 1.91e+08

1891  J1847-0605    0.778164 1.9e-11 4.65e-15 7.0e-18    4.324 2.65e+06
1892  J1847+0614g   1.663020       0      NaN       0   16.661    NaN
1893  J1848-0023    0.537624 9.0e-11 1.61e-15 1.8e-17    1.154 5.29e+06
1894  J1848-0055    0.274557 7.0e-11 1.35e-15 3.0e-17    7.408 3.22e+06
1895  B1845-01      0.659432 3.0e-11 5.25e-15 1.4e-19    4.400 1.99e+06

1896  J1848+0127g   0.534020       0      NaN       0    2.451    NaN
1897  J1848+0150g   3.290150       0      NaN       0   10.029    NaN
1898  J1848+0351    0.191443 2.0e-12 6.73e-17 1.0e-19   11.770 4.51e+07
1899  J1848-0511    1.637129 6.0e-10 8.86e-15 1.1e-17    8.799 2.93e+06
1900  J1848-0601    0.225004 4.0e-12 2.87e-16 4.0e-19   15.696 1.24e+07

1901  J1848+0604    2.218603 3.0e-11 3.74e-15 6.0e-18   12.600 9.41e+06
1902  J1848+0647    0.505957 2.0e-10 8.75e-15 1.0e-19    1.128 9.16e+05
1903  J1848+0826    0.328665 2.0e-11 2.72e-16 6.0e-19    3.864 1.91e+07
1904  J1848-1150    1.312218 3.0e-11 1.43e-15 3.0e-18    5.647 1.45e+07
1905  J1848+12      0.754730 7.0e-05      NaN       0    9.527    NaN

1906  J1848-1243    0.414383 2.0e-11 4.41e-16 8.0e-19    3.149 1.49e+07
1907  J1848-1414    0.297770 3.0e-12 1.41e-17 3.0e-20    5.261 3.35e+08
1908  J1848+1516    2.233770 5.0e-11 1.68e-15 8.0e-19    3.545 2.11e+07
1909  B1845-19      4.308190 4.0e-11 2.33e-14 1.7e-19    0.751 2.93e+06
1910  J1849-0001    0.038523 1.5e-14 1.42e-14 1.1e-19      NaN 4.31e+04

1911  J1849+0001g   0.525600       0      NaN       0    3.964    NaN
1912  J1849+0009g   1.318550       0      NaN       0    5.813    NaN
1913  J1849-0014g   0.491710       0      NaN       0    4.863    NaN
1914  J1849-0019g   0.911370       0      NaN       0    5.614    NaN
1915  J1849+0037g   0.396490       0      NaN       0    7.901    NaN

1916  J1849-0040    0.672481 1.4e-10 1.11e-14 4.0e-17    7.887 9.56e+05
1917  J1849+0106    1.832259 9.0e-11 1.70e-14 9.0e-19    4.581 1.71e+06
1918  J1849+0127    0.542155 9.0e-11 2.80e-14 6.0e-17    4.691 3.07e+05
1919  J1849+0225g   1.474520       0      NaN       0    5.779    NaN
1920  J1849-0317    0.668408 4.0e-11 2.20e-14 1.8e-17    1.212 4.81e+05

1921  J1849+0339g   1.666720       0      NaN       0    9.911    NaN
1922  J1849+0409    0.761194 1.1e-11 2.16e-14 1.2e-18    1.974 5.59e+05
1923  J1849+0430    0.421126 9.0e-11 1.14e-16 1.1e-18    5.976 5.87e+07
1924  J1849-0614    0.953384 3.0e-11 5.39e-14 6.0e-18    3.504 2.80e+05
1925  B1846-06      1.451319 1.1e-11 4.62e-14 1.1e-19    3.849 4.97e+05

1926  J1849+2423    0.275641 7.0e-14 1.53e-16 4.0e-21    3.976 2.86e+07
1927  J1849+2559    0.519263 6.0e-13 1.80e-16 3.0e-19    6.068 4.58e+07
1928  J1850-0002g   0.893360       0      NaN       0    5.732    NaN
1929  J1850-0006    2.191498 5.0e-10 4.32e-15 5.0e-17    5.912 8.04e+06
1930  J1850+0011g   0.167540       0      NaN       0    5.726    NaN

1931  J1850-0020g   1.574590       0      NaN       0    5.751    NaN
1932  J1850+0026    1.081844 3.0e-11 3.59e-16 1.1e-17    4.045 4.77e+07
1933  J1850-0026    0.166634 2.0e-12 3.91e-14 2.0e-18    6.710 6.75e+04
1934  J1850-0031    0.734185 1.0e-10 1.26e-15 6.0e-18    6.502 9.21e+06
1935  J1850+0423    0.290716 3.0e-12 9.14e-17 2.0e-19    8.234 5.04e+07

1936  B1848+13      0.345582 4.0e-13 1.49e-15 4.0e-21    2.167 3.67e+06
1937  J1850+15      1.383965 3.0e-06      NaN       0    1.225    NaN
1938  J1851-0029    0.518721 9.0e-12 4.74e-15 1.1e-18    5.453 1.73e+06
1939  J1851-0053    1.409065 1.6e-10 8.74e-16 8.0e-17    0.959 2.56e+07
1940  J1851+0056g   0.291100       0      NaN       0    4.995    NaN

1941  J1851-0114    0.953182 4.0e-11 2.48e-15 4.0e-18    5.214 6.08e+06
1942  J1851+0118    0.906977 1.4e-10 1.37e-13 9.0e-18    5.648 1.05e+05
1943  J1851+0233    0.344018 1.2e-11 2.18e-15 1.3e-18   12.653 2.50e+06
1944  J1851+0241    4.491318 5.0e-10 2.26e-14 1.4e-17   11.117 3.15e+06
1945  J1851-0241    0.435194 4.0e-11 7.96e-15 3.0e-18    7.922 8.66e+05

1946  B1848+04      0.284697 3.0e-12 1.09e-15 1.7e-20    4.089 4.14e+06
1947  J1851-0633    1.920302 3.0e-11 2.40e-15 5.0e-18    6.199 1.27e+07
1948  B1848+12      1.205303 1.1e-10 1.15e-14 8.0e-19    2.644 1.66e+06
1949  J1852-0000    1.920666 2.0e-11 2.52e-13 3.0e-19    5.776 1.21e+05
1950  J1852-0002g   0.245100       0      NaN       0    5.591    NaN

1951  J1852+0008    0.467894 2.0e-11 5.68e-15 7.0e-18    4.319 1.31e+06
1952  J1852+0013    0.957751 5.0e-11 1.40e-14 1.2e-17    5.581 1.08e+06
1953  J1852+0018g   0.318760       0      NaN       0    5.232    NaN
1954  J1852-0024g   0.355450       0      NaN       0    4.513    NaN
1955  B1849+00      2.180195 1.5e-10 9.70e-14 1.5e-18    8.000 3.56e+05

1956  J1852+0033   11.558713 6.0e-08 0.00e+00 1.4e-13      NaN    NaN
1957  J1852-0033g   1.369030       0      NaN       0    4.722    NaN
1958  J1852-0039g   0.802910       0      NaN       0    4.911    NaN
1959  J1852+0040    0.104913 4.0e-12 8.68e-18 9.0e-20   10.000 1.92e+08
1960  J1852-0055g   0.164030       0      NaN       0    4.098    NaN

1961  J1852+0056g   1.177790       0      NaN       0    7.218    NaN
1962  J1852-0118    0.451473 3.0e-11 1.76e-15 1.1e-17    4.726 4.07e+06
1963  J1852-0127    0.428979 3.0e-11 5.15e-15 8.0e-18    5.692 1.32e+06
1964  J1852+0158g   0.185730       0      NaN       0    7.575    NaN
1965  J1852+0305    1.326149 8.0e-10 1.02e-16 5.3e-16    6.389 2.06e+08

1966  J1852-0635    0.524157 1.4e-11 1.46e-14 3.0e-20    4.577 5.68e+05
1967  J1852+0857g   3.772140       0      NaN       0    3.395    NaN
1968  J1852-2610    0.336337 6.0e-13 8.77e-17 6.0e-21    2.460 6.08e+07
1969  J1853-0003g   0.171520       0      NaN       0    6.313    NaN
1970  J1853-0004    0.101437 3.0e-13 5.57e-15 6.0e-20    5.339 2.88e+05

1971  J1853+0009    0.033395 2.0e-09      NaN       0    3.936    NaN
1972  J1853+0011    0.397889 3.0e-12 3.35e-14 1.9e-19    5.815 1.88e+05
1973  J1853+0013g   0.928530       0      NaN       0    4.735    NaN
1974  J1853+0023g   0.576860       0      NaN       0    3.992    NaN
1975  J1853+0029    1.876758 3.0e-10 2.43e-15 2.0e-18    4.198 1.22e+07

1976  J1853+0056    0.275578 6.0e-11 2.14e-14 4.0e-17    3.841 2.04e+05
1977  J1853+0237g   0.427390       0      NaN       0    9.974    NaN
1978  J1853+0259    0.585553 3.0e-12 1.12e-16 9.0e-20    5.821 8.27e+07
1979  J1853+0312g   0.438090       0      NaN       0    6.648    NaN
1980  J1853+0427    1.320659 1.5e-10 2.65e-15 1.0e-18   15.662 7.91e+06

1981  J1853+0505    0.905137 3.0e-11 1.28e-15 1.7e-19    9.127 1.12e+07
1982  J1853+0545    0.126400 1.6e-13 6.12e-16 1.6e-21    6.519 3.27e+06
1983  J1853-0649    1.048132 5.4e-11 1.55e-15 4.4e-17    1.285 1.07e+07
1984  J1853+0853    3.914658 5.0e-10 5.13e-15 7.0e-17   14.447 1.21e+07
1985  J1854-0033g   0.361470       0      NaN       0    8.259    NaN

1986  J1854+0050    0.767280 2.0e-11 5.78e-16 1.8e-18    5.737 2.11e+07
1987  J1854+0131g   2.043850       0      NaN       0    5.484    NaN
1988  J1854+0306    4.557820 1.0e-10 1.45e-13 6.0e-18    4.498 4.98e+05
1989  J1854+0317    1.366450 2.0e-10 1.85e-15 1.6e-16    6.893 1.17e+07
1990  J1854+0319    0.628541 1.5e-11 5.51e-17 6.0e-19    9.525 1.81e+08

1991  J1854-0524    0.544021 1.5e-10 1.20e-15 1.0e-20    5.014 7.18e+06
1992  J1854+0704g   0.450900       0      NaN       0    0.647    NaN
1993  B1852+10      0.573197 2.0e-11 6.39e-16 1.7e-19   13.835 1.42e+07
1994  B1851-14      1.146595 1.4e-11 4.16e-15 1.0e-19    6.910 4.37e+06
1995  J1854-1557    3.453121 7.0e-10 4.52e-15 4.0e-17   10.896 1.21e+07

1996  J1854+36      1.300220 0.0e+00      NaN       0    6.387    NaN
1997  J1855+0139g   0.444140       0      NaN       0    5.210    NaN
1998  J1855+0205    0.246817 9.0e-13 6.47e-17 7.0e-20    7.042 6.05e+07
1999  J1855+0228g   0.253170       0      NaN       0    5.945    NaN
2000  J1855+0235g   0.983030       0      NaN       0    2.975    NaN

2001  J1855+0306    1.633566 3.0e-10 7.00e-15 4.0e-19    7.422 3.70e+06
2002  J1855+0307    0.845348 4.0e-11 1.81e-14 1.0e-17    5.940 7.40e+05
2003  J1855+0327g   0.782820       0      NaN       0    5.341    NaN
2004  J1855+0339g   1.761340       0      NaN       0    6.862    NaN
2005  J1855+0422    1.678106 3.0e-10 9.29e-16 9.0e-17   10.948 2.86e+07

2006  J1855+0424g   2.220250       0      NaN       0   17.394    NaN
2007  J1855+0455g   0.101010       0      NaN       0   10.249    NaN
2008  J1855+0511g   1.421470       0      NaN       0    9.110    NaN
2009  J1855+0527    1.393484 8.0e-11 2.67e-13 8.0e-18   11.706 8.26e+04
2010  J1855+0626    0.528832 9.0e-07      NaN       0    9.343    NaN

2011  J1855+0700    0.258685 7.0e-12 7.52e-16 6.0e-19   10.336 5.45e+06
2012  J1855-0941    0.345401 4.0e-11 2.40e-16 3.0e-18    6.256 2.28e+07
2013  J1856+0011g   0.928470       0      NaN       0    6.937    NaN
2014  J1856+0102    0.620217 2.0e-11 1.22e-15 3.0e-18    6.540 8.04e+06
2015  B1853+01      0.267440 7.0e-11 2.08e-13 6.0e-19    3.300 2.03e+04

2016  J1856+0211g   9.890120       0      NaN       0    3.136    NaN
2017  J1856+0243g   0.546600       0      NaN       0    3.962    NaN
2018  J1856+0245    0.080907 4.0e-11 6.21e-14 4.0e-18    6.318 2.06e+04
2019  J1856+0404    0.420252 9.0e-11 3.71e-17 5.7e-17    6.213 1.80e+08
2020  J1856-0526    0.370483 7.0e-12 1.70e-15 9.0e-19    4.034 3.46e+06

2021  J1856+0615g   0.326970       0      NaN       0   11.569    NaN
2022  J1856+0912    2.170701 1.5e-09 2.63e-15 1.5e-18    9.622 1.31e+07
2023  J1856-3754    7.055203 3.0e-08 2.98e-14 7.0e-16    0.160 3.76e+06
2024  B1854+00      0.356929 4.0e-12 5.46e-17 3.0e-20    2.511 1.04e+08
2025  J1857+0143    0.139760 4.0e-12 3.12e-14 1.2e-18    4.569 7.10e+04

2026  J1857+0210    0.630983 6.0e-11 1.40e-14 2.0e-17    7.259 7.12e+05
2027  B1855+02      0.415823 7.0e-12 4.03e-14 6.0e-20    8.000 1.64e+05
2028  J1857+0214g   0.333890       0      NaN       0    7.793    NaN
2029  J1857+0224g   0.875950       0      NaN       0    5.305    NaN
2030  J1857+0300    0.772678 4.0e-11 2.65e-15 1.6e-18    6.664 4.62e+06

2031  J1857+0526    0.349951 4.0e-12 6.93e-15 8.0e-19   12.231 8.00e+05
2032  J1857+0809    0.502924 1.3e-11 4.74e-15 8.0e-19   13.138 1.68e+06
2033  J1857-1027    3.687219 3.0e-10 1.05e-14 6.0e-17    4.046 5.54e+06
2034  J1858-0024g   0.400600       0      NaN       0    4.717    NaN
2035  J1858+0026g   4.714670       0      NaN       0    6.851    NaN

2036  J1858+0215    0.745828 3.0e-10 4.61e-15 9.0e-17    7.229 2.56e+06
