6    241    179          Itext Imax Icore 

      Mag field EoS B31 (2104.05950) with crust from APR 

   Rho           Press        nbar          Ye          Ymu          Yn            Yp         Yla           Ysm         Ys0          Ysp          mstp          mstn        mstla        mstsm        msts0        mstsp 
1.350031E+15 5.007512E+35 6.225866E-01 2.477586E-02 1.498481E-02 5.049022E-01 1.474029E-01 1.988938E-01 1.076423E-01 1.398105E-03 0.000000E+00 1.804954E-01 1.804954E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.329698E+15 4.881904E+35 6.139838E-01 2.549955E-02 1.536042E-02 5.146006E-01 1.444568E-01 1.950876E-01 1.035968E-01 1.398105E-03 0.000000E+00 1.828884E-01 1.828884E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.309675E+15 4.758413E+35 6.054999E-01 2.625418E-02 1.577013E-02 5.243650E-01 1.414957E-01 1.912456E-01 9.947135E-02 1.398105E-03 0.000000E+00 1.853095E-01 1.853095E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.289961E+15 4.637033E+35 5.971332E-01 2.704645E-02 1.621690E-02 5.341623E-01 1.385375E-01 1.873646E-01 9.527417E-02 1.398105E-03 0.000000E+00 1.877589E-01 1.877589E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.270548E+15 4.517734E+35 5.888821E-01 2.788043E-02 1.670044E-02 5.439762E-01 1.355902E-01 1.834453E-01 9.100938E-02 1.398105E-03 0.000000E+00 1.902368E-01 1.902368E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.251434E+15 4.400515E+35 5.807450E-01 2.875944E-02 1.721952E-02 5.538039E-01 1.326562E-01 1.794855E-01 8.667727E-02 1.398105E-03 0.000000E+00 1.927434E-01 1.927434E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.232611E+15 4.285322E+35 5.727204E-01 2.968675E-02 1.777267E-02 5.636404E-01 1.297395E-01 1.754825E-01 8.228007E-02 1.398105E-03 0.000000E+00 1.952788E-01 1.952788E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.214077E+15 4.172147E+35 5.648066E-01 3.066668E-02 1.835874E-02 5.734916E-01 1.268346E-01 1.714411E-01 7.780918E-02 1.398105E-03 0.000000E+00 1.978432E-01 1.978432E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.195825E+15 4.060961E+35 5.570022E-01 3.170511E-02 1.897669E-02 5.833642E-01 1.239369E-01 1.673638E-01 7.325514E-02 1.398105E-03 0.000000E+00 2.004368E-01 2.004368E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.177851E+15 3.951743E+35 5.493056E-01 3.279853E-02 1.962039E-02 5.932923E-01 1.210279E-01 1.632539E-01 6.860896E-02 1.398105E-03 0.000000E+00 2.030597E-01 2.030597E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.160153E+15 3.844482E+35 5.417154E-01 3.394789E-02 2.028650E-02 6.033173E-01 1.180844E-01 1.591159E-01 6.384996E-02 1.398105E-03 0.000000E+00 2.057121E-01 2.057121E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.142722E+15 3.739144E+35 5.342301E-01 3.516079E-02 2.097362E-02 6.134375E-01 1.151045E-01 1.549555E-01 5.897007E-02 1.398105E-03 0.000000E+00 2.083941E-01 2.083941E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.125557E+15 3.635745E+35 5.268482E-01 3.642716E-02 2.167384E-02 6.237225E-01 1.120502E-01 1.507790E-01 5.394917E-02 1.398105E-03 0.000000E+00 2.111059E-01 2.111059E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.108654E+15 3.534241E+35 5.195683E-01 3.775029E-02 2.238423E-02 6.341817E-01 1.089132E-01 1.465937E-01 4.877870E-02 1.398105E-03 0.000000E+00 2.138476E-01 2.138476E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.092005E+15 3.434601E+35 5.123890E-01 3.912758E-02 2.309959E-02 6.448224E-01 1.056859E-01 1.424077E-01 4.345871E-02 1.398105E-03 0.000000E+00 2.166193E-01 2.166193E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.075609E+15 3.336819E+35 5.053089E-01 4.055156E-02 2.381460E-02 6.556858E-01 1.023437E-01 1.382287E-01 3.797753E-02 1.398105E-03 0.000000E+00 2.194212E-01 2.194212E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.059462E+15 3.240880E+35 4.983266E-01 4.202541E-02 2.452489E-02 6.667110E-01 9.891314E-02 1.340646E-01 3.236284E-02 1.398105E-03 0.000000E+00 2.222533E-01 2.222533E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.043559E+15 3.146760E+35 4.914408E-01 4.353540E-02 2.522545E-02 6.778728E-01 9.540304E-02 1.299230E-01 2.664219E-02 1.398105E-03 0.000000E+00 2.251157E-01 2.251157E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.027895E+15 3.054440E+35 4.846501E-01 4.508517E-02 2.591108E-02 6.890807E-01 9.185520E-02 1.258108E-01 2.085895E-02 1.398105E-03 0.000000E+00 2.280086E-01 2.280086E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.012467E+15 2.963911E+35 4.779533E-01 4.666041E-02 2.657847E-02 7.002215E-01 8.832344E-02 1.217335E-01 1.508456E-02 1.398105E-03 0.000000E+00 2.309320E-01 2.309320E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.972723E+14 2.875159E+35 4.713490E-01 4.826078E-02 2.722184E-02 7.111077E-01 8.489944E-02 1.176953E-01 9.416814E-03 1.398105E-03 0.000000E+00 2.338860E-01 2.338860E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.823065E+14 2.788168E+35 4.648360E-01 4.987564E-02 2.783872E-02 7.215152E-01 8.169412E-02 1.136984E-01 3.979762E-03 1.398105E-03 0.000000E+00 2.368706E-01 2.368706E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.675650E+14 2.702920E+35 4.584130E-01 5.149867E-02 2.842521E-02 7.311480E-01 7.885549E-02 1.097429E-01 -1.068383E-03 1.398105E-03 0.000000E+00 2.398860E-01 2.398860E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.530442E+14 2.619399E+35 4.520787E-01 5.312408E-02 2.897646E-02 7.320684E-01 8.035422E-02 1.058251E-01 -1.746321E-03 1.398105E-03 0.000000E+00 2.429321E-01 2.429321E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.387414E+14 2.537597E+35 4.458320E-01 5.474201E-02 2.949311E-02 7.316845E-01 8.248880E-02 1.019398E-01 -1.746321E-03 1.398105E-03 0.000000E+00 2.460090E-01 2.460090E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.246530E+14 2.457502E+35 4.396715E-01 5.634666E-02 2.996857E-02 7.313857E-01 8.456890E-02 9.807836E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.491167E-01 2.491167E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.107757E+14 2.379101E+35 4.335962E-01 5.792990E-02 3.040267E-02 7.312031E-01 8.658625E-02 9.422628E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.522552E-01 2.522552E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.971060E+14 2.302381E+35 4.276048E-01 5.948510E-02 3.079592E-02 7.311691E-01 8.853470E-02 9.036338E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.554245E-01 2.554245E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.836407E+14 2.227329E+35 4.216963E-01 6.100429E-02 3.114325E-02 7.313266E-01 9.040122E-02 8.647281E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.586246E-01 2.586246E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.703765E+14 2.153935E+35 4.158693E-01 6.248032E-02 3.144394E-02 7.317257E-01 9.217793E-02 8.252032E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.618554E-01 2.618554E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.573102E+14 2.082186E+35 4.101229E-01 6.390872E-02 3.170056E-02 7.324032E-01 9.386296E-02 7.847278E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.651170E-01 2.651170E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.444387E+14 2.012068E+35 4.044559E-01 6.528405E-02 3.191275E-02 7.333977E-01 9.545048E-02 7.430321E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.684093E-01 2.684093E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.317590E+14 1.943572E+35 3.988672E-01 6.659687E-02 3.207644E-02 7.348118E-01 9.692699E-02 6.993607E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.717322E-01 2.717322E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.192681E+14 1.876683E+35 3.933557E-01 6.784306E-02 3.219342E-02 7.366568E-01 9.829016E-02 6.536480E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.750856E-01 2.750856E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.069631E+14 1.811389E+35 3.879204E-01 6.902073E-02 3.226670E-02 7.390522E-01 9.954111E-02 6.046746E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.784694E-01 2.784694E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.948412E+14 1.747676E+35 3.825602E-01 7.012602E-02 3.229699E-02 7.419910E-01 1.006767E-01 5.525756E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.818836E-01 2.818836E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.828996E+14 1.685557E+35 3.772740E-01 7.115550E-02 3.228523E-02 7.456507E-01 1.016944E-01 4.956234E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.853279E-01 2.853279E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.711356E+14 1.625081E+35 3.720609E-01 7.210625E-02 3.223260E-02 7.500037E-01 1.025925E-01 4.341315E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.888023E-01 2.888023E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.595465E+14 1.566162E+35 3.669198E-01 7.296981E-02 3.213710E-02 7.552752E-01 1.033606E-01 3.660551E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.923066E-01 2.923066E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.481298E+14 1.508784E+35 3.618498E-01 7.374950E-02 3.200356E-02 7.614476E-01 1.040067E-01 2.914079E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.958406E-01 2.958406E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.368829E+14 1.452926E+35 3.568498E-01 7.444514E-02 3.183424E-02 7.686562E-01 1.045331E-01 2.087961E-02 -1.746321E-03 1.398105E-03 0.000000E+00 2.994042E-01 2.994042E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.258034E+14 1.398567E+35 3.519189E-01 7.505610E-02 3.163100E-02 7.770636E-01 1.049408E-01 1.165671E-02 -1.746321E-03 1.398105E-03 0.000000E+00 3.029971E-01 3.029971E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.148889E+14 1.345702E+35 3.470562E-01 7.558231E-02 3.139575E-02 7.866536E-01 1.052317E-01 1.484841E-03 -1.746321E-03 1.398105E-03 0.000000E+00 3.066192E-01 3.066192E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.041369E+14 1.294521E+35 3.422606E-01 7.602423E-02 3.113054E-02 7.873710E-01 1.054084E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.102701E-01 3.102701E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.935442E+14 1.244796E+35 3.375313E-01 7.638282E-02 3.083744E-02 7.872400E-01 1.054739E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.139496E-01 3.139496E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.831078E+14 1.196493E+35 3.328673E-01 7.665957E-02 3.051861E-02 7.873242E-01 1.054319E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.176575E-01 3.176575E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.728269E+14 1.149580E+35 3.282678E-01 7.685645E-02 3.017619E-02 7.876152E-01 1.052863E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.213935E-01 3.213935E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.626995E+14 1.104299E+35 3.237319E-01 7.697588E-02 2.981235E-02 7.881041E-01 1.050419E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.251572E-01 3.251572E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.527234E+14 1.060483E+35 3.192586E-01 7.702069E-02 2.942924E-02 7.887807E-01 1.047036E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.289484E-01 3.289484E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.428966E+14 1.017982E+35 3.148471E-01 7.699411E-02 2.902896E-02 7.896344E-01 1.042767E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.327667E-01 3.327667E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.332138E+14 9.768350E+34 3.104966E-01 7.689967E-02 2.861357E-02 7.906540E-01 1.037669E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.366117E-01 3.366117E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.236752E+14 9.373408E+34 3.062062E-01 7.674122E-02 2.818507E-02 7.918279E-01 1.031800E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.404830E-01 3.404830E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.142797E+14 8.990529E+34 3.019751E-01 7.652283E-02 2.774536E-02 7.931441E-01 1.025219E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.443804E-01 3.443804E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.050255E+14 8.620320E+34 2.978025E-01 7.624875E-02 2.729625E-02 7.945905E-01 1.017987E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.483032E-01 3.483032E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.959080E+14 8.266496E+34 2.936875E-01 7.592336E-02 2.683944E-02 7.961549E-01 1.010165E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.522512E-01 3.522512E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.869254E+14 7.923054E+34 2.896294E-01 7.554912E-02 2.637608E-02 7.978301E-01 1.001789E-01 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.562239E-01 3.562239E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.780783E+14 7.593823E+34 2.856273E-01 7.512702E-02 2.590693E-02 7.996126E-01 9.928763E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.602208E-01 3.602208E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.693651E+14 7.277880E+34 2.816806E-01 7.466734E-02 2.543475E-02 8.014764E-01 9.835576E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.642414E-01 3.642414E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.607787E+14 6.971362E+34 2.777883E-01 7.417471E-02 2.496077E-02 8.034096E-01 9.738916E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.682852E-01 3.682852E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.523217E+14 6.681574E+34 2.739499E-01 7.365362E-02 2.448613E-02 8.054010E-01 9.639343E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.723516E-01 3.723516E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.439933E+14 6.398642E+34 2.701645E-01 7.310837E-02 2.401181E-02 8.074402E-01 9.537386E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.764403E-01 3.764403E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.357877E+14 6.132636E+34 2.664314E-01 7.254298E-02 2.353867E-02 8.095172E-01 9.433534E-02 4.140055E-04 -1.746321E-03 1.398105E-03 0.000000E+00 3.805505E-01 3.805505E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
